size_pop,max_iter,prob_mut,best_distance,time
250.0,10.0,0.25,3756.699218290441,0.2738759517669678
250.0,10.0,0.5,3898.6889777041206,0.29186558723449707
250.0,10.0,1.0,4003.647756656506,0.32708287239074707
250.0,25.0,0.001,2762.429678903123,0.5616097450256348
250.0,25.0,0.0025,3192.018970359075,0.5955698490142822
250.0,25.0,0.01,2980.824162761589,0.5993156433105469
250.0,25.0,0.1,2888.178812978039,0.5878875255584717
250.0,25.0,0.25,3068.832233885599,0.653134822845459
250.0,25.0,0.5,3289.017123995979,0.6744911670684814
250.0,25.0,1.0,3393.135722295066,0.7411413192749023
250.0,50.0,0.001,2736.8680432338224,1.1488010883331299
250.0,50.0,0.0025,2453.6764245384816,1.1241588592529297
250.0,50.0,0.01,3134.284509744651,1.1431636810302734
250.0,50.0,0.1,2406.524394983756,1.1821796894073486
250.0,50.0,0.25,2349.9807408366073,1.2082664966583252
250.0,50.0,0.5,2472.518230699911,1.3099970817565918
250.0,50.0,1.0,2779.9549029251357,1.4647207260131836
250.0,100.0,0.001,2723.871281057361,2.2374424934387207
250.0,100.0,0.0025,2792.29850242325,2.190084457397461
250.0,100.0,0.01,2612.4418448785373,2.238691806793213
250.0,100.0,0.1,2345.7827451413173,2.2623372077941895
250.0,100.0,0.25,2357.640915379617,2.3698606491088867
250.0,100.0,0.5,2372.1049736121968,2.5692691802978516
250.0,100.0,1.0,2588.8121684633784,2.8628392219543457
250.0,250.0,0.001,2800.9493652494743,5.39809775352478
250.0,250.0,0.0025,2812.123851633843,5.541494607925415
250.0,250.0,0.01,2315.7239232187167,5.445705413818359
250.0,250.0,0.1,2311.9650255925144,5.523852825164795
250.0,250.0,0.25,2410.146274599367,5.832502603530884
250.0,250.0,0.5,2368.725903965164,6.307586193084717
250.0,250.0,1.0,2273.4445996685436,6.909639835357666
