size_pop,max_iter,prob_mut,T,alpha,best_distance,time
6,5,1,0.25,0.25,[5134.28501296],0.01468658447265625
6,5,1,0.25,0.5,[4474.21012097],0.009392499923706055
6,5,1,0.25,1,[4861.05317921],0.017103195190429688
6,5,1,0.5,0.001,[4448.49456387],0.007573127746582031
6,5,1,0.5,0.0025,[5393.09984518],0.012484073638916016
6,5,1,0.5,0.01,[5386.12447291],0.012689590454101562
6,5,1,0.5,0.1,[5349.9226447],0.00914907455444336
6,5,1,0.5,0.25,[5806.01797965],0.012848615646362305
6,5,1,0.5,0.5,[5856.10839752],0.02247309684753418
6,5,1,0.5,1,[4862.03762235],0.013442039489746094
6,5,1,0.75,0.001,[4954.02627954],0.010023117065429688
6,5,1,0.75,0.0025,[5216.68181341],0.016437530517578125
6,5,1,0.75,0.01,[5735.52633911],0.00946354866027832
6,5,1,0.75,0.1,[5109.07700454],0.008117914199829102
6,5,1,0.75,0.25,[5512.2437754],0.010390281677246094
6,5,1,0.75,0.5,[5335.28165809],0.012308359146118164
6,5,1,0.75,1,[5228.73155073],0.01972794532775879
6,5,1,1,0.001,[5204.52919767],0.013523101806640625
6,5,1,1,0.0025,[5428.5276922],0.009980916976928711
6,5,1,1,0.01,[4978.0438225],0.03121328353881836
6,5,1,1,0.1,[4901.23666405],0.009123563766479492
6,5,1,1,0.25,[4723.92950381],0.010430335998535156
6,5,1,1,0.5,[5036.9988553],0.012851953506469727
6,5,1,1,1,[5900.96941426],0.009341239929199219
6,10,0.001,0.001,0.001,[5584.5339893],0.0295562744140625
6,10,0.001,0.001,0.0025,[5620.69450767],0.013527393341064453
6,10,0.001,0.001,0.01,[5702.20790685],0.02173757553100586
6,10,0.001,0.001,0.1,[5473.58733558],0.02171039581298828
6,10,0.001,0.001,0.25,[5442.02747421],0.01564192771911621
6,10,0.001,0.001,0.5,[5427.58712261],0.021698951721191406
6,10,0.001,0.001,1,[5251.47934361],0.015633344650268555
6,10,0.001,0.0025,0.001,[5456.30274732],0.03000473976135254
6,10,0.001,0.0025,0.0025,[5789.51433666],0.017744779586791992
6,10,0.001,0.0025,0.01,[5618.83140393],0.017810821533203125
6,10,0.001,0.0025,0.1,[4895.45613774],0.017576932907104492
6,10,0.001,0.0025,0.25,[5756.8537673],0.031075477600097656
6,10,0.001,0.0025,0.5,[5154.67356005],0.016438722610473633
6,10,0.001,0.0025,1,[6030.0748807],0.018737316131591797
6,10,0.001,0.01,0.001,[5828.65086031],0.030494213104248047
6,10,0.001,0.01,0.0025,[5566.93738821],0.018230676651000977
6,10,0.001,0.01,0.01,[5785.47756371],0.034218788146972656
6,10,0.001,0.01,0.1,[4839.99188755],0.023044347763061523
6,10,0.001,0.01,0.25,[4893.61957542],0.019758224487304688
6,10,0.001,0.01,0.5,[5359.80774282],0.016373157501220703
6,10,0.001,0.01,1,[5803.56979683],0.02187490463256836
6,10,0.001,0.1,0.001,[5674.95245653],0.026492595672607422
6,10,0.001,0.1,0.0025,[5081.44411858],0.02544236183166504
6,10,0.001,0.1,0.01,[4879.11567907],0.018403291702270508
6,10,0.001,0.1,0.1,[5617.47163549],0.02229905128479004
6,10,0.001,0.1,0.25,[5805.30688833],0.01683640480041504
6,10,0.001,0.1,0.5,[5698.30072617],0.025371789932250977
6,10,0.001,0.1,1,[6182.50739756],0.025146484375
6,10,0.001,0.25,0.001,[4927.74197959],0.023406267166137695
6,10,0.001,0.25,0.0025,[6186.90022375],0.015093803405761719
6,10,0.001,0.25,0.01,[5172.97296773],0.034795522689819336
6,10,0.001,0.25,0.1,[5116.78181384],0.017218589782714844
6,10,0.001,0.25,0.25,[5209.23371413],0.0244140625
6,10,0.001,0.25,0.5,[5529.18940949],0.013703346252441406
6,10,0.001,0.25,1,[5290.03517256],0.021715879440307617
6,10,0.001,0.5,0.001,[6030.19670612],0.01912069320678711
6,10,0.001,0.5,0.0025,[5678.31572614],0.013405799865722656
6,10,0.001,0.5,0.01,[5943.80744617],0.02783036231994629
6,10,0.001,0.5,0.1,[5782.67849243],0.03332161903381348
6,10,0.001,0.5,0.25,[6293.91800493],0.01862955093383789
6,10,0.001,0.5,0.5,[5412.80838445],0.03236889839172363
6,10,0.001,0.5,1,[5727.38308259],0.025953292846679688
6,10,0.001,0.75,0.001,[6162.02902083],0.026182889938354492
6,10,0.001,0.75,0.0025,[5660.59749335],0.022393226623535156
6,10,0.001,0.75,0.01,[5900.94829787],0.020064115524291992
6,10,0.001,0.75,0.1,[4744.43430388],0.020600318908691406
6,10,0.001,0.75,0.25,[6226.71318947],0.017329692840576172
6,10,0.001,0.75,0.5,[6243.19862308],0.03405308723449707
6,10,0.001,0.75,1,[5396.05837057],0.022282123565673828
6,10,0.001,1,0.001,[4698.83215168],0.01825881004333496
6,10,0.001,1,0.0025,[4821.17458094],0.028022289276123047
6,10,0.001,1,0.01,[4733.90279786],0.015858888626098633
6,10,0.001,1,0.1,[5055.56022985],0.01779794692993164
6,10,0.001,1,0.25,[4788.17551262],0.02357649803161621
6,10,0.001,1,0.5,[5136.94033251],0.028934001922607422
6,10,0.001,1,1,[5546.31013935],0.018380403518676758
6,10,0.0025,0.001,0.001,[5096.7331339],0.017878293991088867
6,10,0.0025,0.001,0.0025,[4941.73154809],0.02266383171081543
6,10,0.0025,0.001,0.01,[5428.12711025],0.01805567741394043
6,10,0.0025,0.001,0.1,[5299.58401816],0.015827178955078125
6,10,0.0025,0.001,0.25,[5244.27210268],0.015351057052612305
6,10,0.0025,0.001,0.5,[5520.67742596],0.023157835006713867
6,10,0.0025,0.001,1,[4921.76004397],0.014918088912963867
6,10,0.0025,0.0025,0.001,[5094.18371555],0.0178072452545166
6,10,0.0025,0.0025,0.0025,[5090.76414604],0.03410458564758301
6,10,0.0025,0.0025,0.01,[5768.61650564],0.025284767150878906
6,10,0.0025,0.0025,0.1,[5378.19522964],0.019396543502807617
6,10,0.0025,0.0025,0.25,[4564.44108538],0.05213737487792969
6,10,0.0025,0.0025,0.5,[5129.6251778],0.03618931770324707
6,10,0.0025,0.0025,1,[5685.07787166],0.023522615432739258
